User_ID,Date,Type,Category,Amount,Risk_Label
12,2023-03-02,Credit,Salary,1906,good
12,2023-03-25,Debit,Discretionary,546,good
12,2023-04-01,Credit,Salary,1825,good
12,2023-04-10,Debit,Discretionary,490,good
12,2023-05-01,Credit,Salary,2066,good
12,2023-05-11,Debit,Discretionary,515,good
12,2023-05-31,Credit,Salary,1869,good
12,2023-06-10,Debit,Discretionary,511,good
13,2023-01-01,Credit,Salary,1863,bad
13,2023-01-03,Debit,UPI_Lending_App,220,bad
13,2023-01-05,Debit,UPI_Lending_App,389,bad
13,2023-01-10,Debit,Discretionary,535,bad
13,2023-01-20,Debit,UPI_Lending_App,118,bad
13,2023-01-21,Debit,UPI_Lending_App,162,bad
13,2023-01-31,Credit,Salary,1893,bad
13,2023-02-01,Debit,UPI_Lending_App,347,bad
13,2023-02-11,Debit,Discretionary,505,bad
13,2023-02-25,Debit,UPI_Lending_App,92,bad
13,2023-02-28,Debit,UPI_Lending_App,155,bad
13,2023-03-02,Credit,Salary,1806,bad
13,2023-03-13,Debit,UPI_Lending_App,96,bad
13,2023-03-16,Debit,Discretionary,494,bad
13,2023-04-01,Credit,Salary,1941,bad
13,2023-04-10,Debit,UPI_Lending_App,436,bad
13,2023-04-18,Debit,Discretionary,452,bad
13,2023-04-19,Debit,UPI_Lending_App,153,bad
13,2023-04-27,Debit,UPI_Lending_App,220,bad
13,2023-05-05,Credit,Salary,2121,bad
13,2023-05-07,Debit,Discretionary,67,bad
13,2023-05-22,Debit,UPI_Lending_App,62,bad
13,2023-05-28,Debit,UPI_Lending_App,301,bad
13,2023-05-31,Credit,Salary,1850,bad
13,2023-06-14,Debit,UPI_Lending_App,190,bad
13,2023-06-17,Debit,Discretionary,101,bad
13,2023-06-23,Debit,UPI_Lending_App,351,bad
14,2023-01-01,Credit,Salary,1928,good
14,2023-01-07,Debit,Discretionary,539,good
14,2023-01-31,Credit,Salary,2196,good
14,2023-02-17,Debit,Discretionary,535,good
14,2023-03-02,Credit,Salary,1818,good
14,2023-03-14,Debit,Discretionary,455,good
14,2023-04-01,Credit,Salary,2151,good
14,2023-04-09,Debit,Discretionary,463,good
14,2023-05-01,Credit,Salary,1946,good
14,2023-05-10,Debit,Discretionary,482,good
14,2023-05-31,Credit,Salary,2069,good
14,2023-06-21,Debit,Discretionary,492,good
15,2023-01-01,Credit,Salary,2128,bad
15,2023-01-13,Debit,Discretionary,478,bad
15,2023-01-19,Debit,UPI_Lending_App,83,bad
15,2023-01-31,Credit,Salary,2029,bad
15,2023-02-07,Debit,UPI_Lending_App,326,bad
15,2023-02-11,Debit,Discretionary,476,bad
15,2023-03-02,Credit,Salary,1840,bad
15,2023-03-07,Debit,UPI_Lending_App,245,bad
15,2023-03-15,Debit,UPI_Lending_App,219,bad
15,2023-03-15,Debit,UPI_Lending_App,72,bad
15,2023-03-19,Debit,Discretionary,519,bad
15,2023-04-01,Credit,Salary,2158,bad
15,2023-04-13,Debit,UPI_Lending_App,260,bad
15,2023-04-18,Debit,Discretionary,526,bad
15,2023-04-22,Debit,UPI_Lending_App,409,bad
15,2023-05-01,Credit,Salary,2072,bad
15,2023-05-16,Debit,Discretionary,117,bad
15,2023-05-17,Debit,UPI_Lending_App,82,bad
15,2023-06-01,Debit,UPI_Lending_App,213,bad
15,2023-06-03,Credit,Salary,2185,bad
15,2023-06-08,Debit,UPI_Lending_App,367,bad
15,2023-06-12,Debit,UPI_Lending_App,261,bad
15,2023-06-14,Debit,UPI_Lending_App,187,bad
15,2023-06-15,Debit,UPI_Lending_App,289,bad
15,2023-06-25,Debit,Discretionary,139,bad
16,2023-01-01,Credit,Salary,1829,good
16,2023-01-17,Debit,Discretionary,456,good
16,2023-01-31,Credit,Salary,2192,good
16,2023-02-11,Debit,Discretionary,466,good
16,2023-03-02,Credit,Salary,2074,good
16,2023-03-07,Debit,UPI_Lending_App,180,good
16,2023-03-17,Debit,Discretionary,470,good
16,2023-04-01,Credit,Salary,1830,good
16,2023-04-09,Debit,Discretionary,471,good
16,2023-05-01,Credit,Salary,1976,good
16,2023-05-26,Debit,Discretionary,523,good
16,2023-05-31,Credit,Salary,2149,good
16,2023-06-16,Debit,Discretionary,456,good
17,2023-01-01,Credit,Salary,2087,good
17,2023-01-16,Debit,Discretionary,547,good
17,2023-01-31,Credit,Salary,2105,good
17,2023-02-11,Debit,Discretionary,502,good
17,2023-03-02,Credit,Salary,2015,good
17,2023-03-07,Debit,Discretionary,458,good
17,2023-04-01,Credit,Salary,1843,good
17,2023-04-09,Debit,Discretionary,512,good
17,2023-05-01,Credit,Salary,1835,good
17,2023-05-24,Debit,Discretionary,468,good
17,2023-05-31,Credit,Salary,2166,good
17,2023-06-25,Debit,Discretionary,501,good
18,2023-01-01,Credit,Salary,2186,bad
18,2023-01-04,Debit,UPI_Lending_App,230,bad
18,2023-01-05,Debit,UPI_Lending_App,241,bad
18,2023-01-05,Debit,UPI_Lending_App,180,bad
18,2023-01-10,Debit,UPI_Lending_App,80,bad
18,2023-01-18,Debit,Discretionary,477,bad
18,2023-01-31,Credit,Salary,1890,bad
18,2023-02-06,Debit,Discretionary,522,bad
18,2023-02-09,Debit,UPI_Lending_App,216,bad
18,2023-02-11,Debit,UPI_Lending_App,249,bad
18,2023-02-15,Debit,UPI_Lending_App,95,bad
18,2023-02-25,Debit,UPI_Lending_App,306,bad
18,2023-02-25,Debit,UPI_Lending_App,326,bad
18,2023-03-02,Credit,Salary,1843,bad
18,2023-03-13,Debit,UPI_Lending_App,326,bad
18,2023-03-22,Debit,Discretionary,467,bad
18,2023-04-01,Credit,Salary,1984,bad
18,2023-04-02,Debit,UPI_Lending_App,216,bad
18,2023-04-15,Debit,Discretionary,535,bad
18,2023-04-24,Debit,UPI_Lending_App,269,bad
18,2023-04-24,Debit,UPI_Lending_App,353,bad
18,2023-05-07,Credit,Salary,1985,bad
18,2023-05-08,Debit,Discretionary,70,bad
18,2023-05-25,Debit,UPI_Lending_App,280,bad
18,2023-05-28,Debit,UPI_Lending_App,344,bad
18,2023-06-03,Debit,UPI_Lending_App,378,bad
18,2023-06-05,Credit,Salary,1968,bad
18,2023-06-14,Debit,UPI_Lending_App,286,bad
18,2023-06-17,Debit,UPI_Lending_App,175,bad
18,2023-06-19,Debit,UPI_Lending_App,265,bad
18,2023-06-22,Debit,Discretionary,148,bad
18,2023-06-25,Debit,UPI_Lending_App,359,bad
19,2023-01-01,Credit,Salary,2044,good
19,2023-01-10,Debit,Discretionary,498,good
19,2023-01-31,Credit,Salary,2148,good
19,2023-02-25,Debit,Discretionary,543,good
19,2023-03-02,Credit,Salary,2010,good
19,2023-03-07,Debit,UPI_Lending_App,307,good
19,2023-03-22,Debit,Discretionary,539,good
19,2023-04-01,Credit,Salary,2046,good
19,2023-04-09,Debit,Discretionary,472,good
19,2023-05-01,Credit,Salary,2088,good
19,2023-05-25,Debit,Discretionary,524,good
19,2023-05-31,Credit,Salary,2199,good
19,2023-06-12,Debit,Discretionary,508,good
20,2023-01-01,Credit,Salary,2073,good
20,2023-01-06,Debit,Discretionary,481,good
20,2023-01-31,Credit,Salary,1974,good
20,2023-02-10,Debit,Discretionary,487,good
20,2023-03-02,Credit,Salary,1915,good
20,2023-03-25,Debit,Discretionary,456,good
20,2023-04-01,Credit,Salary,2138,good
20,2023-04-10,Debit,Discretionary,525,good
20,2023-05-01,Credit,Salary,1841,good
20,2023-05-12,Debit,UPI_Lending_App,99,good
20,2023-05-15,Debit,Discretionary,462,good
20,2023-05-31,Credit,Salary,2084,good
20,2023-06-06,Debit,Discretionary,550,good
21,2023-01-01,Credit,Salary,2027,good
21,2023-01-10,Debit,Discretionary,531,good
21,2023-01-31,Credit,Salary,2098,good
21,2023-02-21,Debit,Discretionary,527,good
21,2023-03-02,Credit,Salary,1960,good
21,2023-03-24,Debit,UPI_Lending_App,389,good
21,2023-03-24,Debit,Discretionary,514,good
21,2023-04-01,Credit,Salary,2165,good
21,2023-04-14,Debit,Discretionary,466,good
21,2023-05-01,Credit,Salary,1878,good
21,2023-05-14,Debit,Discretionary,510,good
21,2023-05-31,Credit,Salary,1970,good
21,2023-06-18,Debit,Discretionary,475,good
22,2023-01-01,Credit,Salary,1833,good
22,2023-01-06,Debit,Discretionary,463,good
22,2023-01-31,Credit,Salary,2031,good
22,2023-02-13,Debit,Discretionary,523,good
22,2023-03-02,Credit,Salary,2163,good
22,2023-03-13,Debit,Discretionary,476,good
22,2023-04-01,Credit,Salary,1850,good
22,2023-04-16,Debit,Discretionary,499,good
22,2023-05-01,Credit,Salary,1853,good
22,2023-05-13,Debit,Discretionary,543,good
22,2023-05-31,Credit,Salary,2183,good
22,2023-06-06,Debit,Discretionary,484,good
23,2023-01-01,Credit,Salary,2151,good
23,2023-01-11,Debit,Discretionary,505,good
23,2023-01-15,Debit,UPI_Lending_App,159,good
23,2023-01-31,Credit,Salary,1960,good
23,2023-02-20,Debit,Discretionary,505,good
23,2023-03-02,Credit,Salary,1830,good
23,2023-03-12,Debit,Discretionary,471,good
23,2023-04-01,Credit,Salary,2113,good
23,2023-04-19,Debit,Discretionary,483,good
23,2023-05-01,Credit,Salary,1988,good
23,2023-05-17,Debit,Discretionary,455,good
23,2023-05-31,Credit,Salary,2122,good
23,2023-06-21,Debit,Discretionary,524,good
24,2023-01-01,Credit,Salary,2097,good
24,2023-01-26,Debit,Discretionary,497,good
24,2023-01-31,Credit,Salary,1893,good
24,2023-02-25,Debit,Discretionary,538,good
24,2023-03-02,Credit,Salary,2008,good
24,2023-03-27,Debit,Discretionary,516,good
24,2023-04-01,Credit,Salary,1914,good
24,2023-04-16,Debit,Discretionary,472,good
24,2023-05-01,Credit,Salary,1934,good
24,2023-05-11,Debit,Discretionary,547,good
24,2023-05-31,Credit,Salary,1963,good
24,2023-06-25,Debit,Discretionary,511,good
24,2023-06-26,Debit,UPI_Lending_App,85,good
25,2023-01-01,Credit,Salary,2171,good
25,2023-01-26,Debit,Discretionary,500,good
25,2023-01-31,Credit,Salary,1862,good
25,2023-02-19,Debit,Discretionary,503,good
25,2023-03-02,Credit,Salary,2021,good
25,2023-03-23,Debit,Discretionary,511,good
25,2023-04-01,Credit,Salary,2093,good
25,2023-04-06,Debit,Discretionary,460,good
25,2023-05-01,Credit,Salary,1869,good
25,2023-05-25,Debit,Discretionary,542,good
25,2023-05-31,Credit,Salary,1981,good
25,2023-06-23,Debit,Discretionary,498,good
26,2023-01-01,Credit,Salary,1891,good
26,2023-01-17,Debit,Discretionary,514,good
26,2023-01-31,Credit,Salary,1851,good
26,2023-02-18,Debit,Discretionary,541,good
26,2023-03-02,Credit,Salary,2167,good
26,2023-03-27,Debit,Discretionary,493,good
26,2023-04-01,Credit,Salary,2034,good
26,2023-04-19,Debit,Discretionary,519,good
26,2023-05-01,Credit,Salary,1863,good
26,2023-05-23,Debit,Discretionary,497,good
26,2023-05-31,Credit,Salary,2032,good
26,2023-06-10,Debit,Discretionary,509,good
27,2023-01-01,Credit,Salary,2097,good
27,2023-01-14,Debit,Discretionary,512,good
27,2023-01-31,Credit,Salary,2053,good
27,2023-02-05,Debit,Discretionary,483,good
27,2023-03-02,Credit,Salary,1866,good
27,2023-03-08,Debit,Discretionary,508,good
27,2023-04-01,Credit,Salary,2033,good
27,2023-04-22,Debit,Discretionary,535,good
27,2023-05-01,Credit,Salary,1866,good
27,2023-05-21,Debit,Discretionary,463,good
27,2023-05-31,Credit,Salary,1805,good
27,2023-06-18,Debit,Discretionary,465,good
28,2023-01-01,Credit,Salary,1868,good
28,2023-01-09,Debit,Discretionary,479,good
28,2023-01-31,Credit,Salary,2190,good
28,2023-02-14,Debit,Discretionary,506,good
28,2023-03-02,Credit,Salary,1847,good
28,2023-03-23,Debit,UPI_Lending_App,68,good
28,2023-03-27,Debit,Discretionary,453,good
28,2023-04-01,Credit,Salary,1846,good
28,2023-04-18,Debit,Discretionary,522,good
28,2023-05-01,Credit,Salary,1851,good
28,2023-05-17,Debit,Discretionary,507,good
28,2023-05-31,Credit,Salary,1912,good
28,2023-06-16,Debit,Discretionary,523,good
29,2023-01-01,Credit,Salary,2015,bad
29,2023-01-06,Debit,UPI_Lending_App,200,bad
29,2023-01-13,Debit,UPI_Lending_App,97,bad
29,2023-01-14,Debit,Discretionary,498,bad
29,2023-01-17,Debit,UPI_Lending_App,399,bad
29,2023-01-31,Credit,Salary,1862,bad
29,2023-02-11,Debit,UPI_Lending_App,435,bad
29,2023-02-17,Debit,UPI_Lending_App,351,bad
29,2023-02-19,Debit,Discretionary,483,bad
29,2023-02-26,Debit,UPI_Lending_App,337,bad
29,2023-03-02,Credit,Salary,1947,bad
29,2023-03-12,Debit,Discretionary,459,bad
29,2023-03-14,Debit,UPI_Lending_App,83,bad
29,2023-03-15,Debit,UPI_Lending_App,213,bad
29,2023-03-16,Debit,UPI_Lending_App,162,bad
29,2023-03-25,Debit,UPI_Lending_App,476,bad
29,2023-04-01,Credit,Salary,2096,bad
29,2023-04-15,Debit,UPI_Lending_App,108,bad
29,2023-04-20,Debit,Discretionary,473,bad
29,2023-05-02,Debit,UPI_Lending_App,313,bad
29,2023-05-06,Debit,Discretionary,118,bad
29,2023-05-07,Credit,Salary,2049,bad
29,2023-05-09,Debit,UPI_Lending_App,308,bad
29,2023-05-13,Debit,UPI_Lending_App,101,bad
29,2023-05-15,Debit,UPI_Lending_App,309,bad
29,2023-05-23,Debit,UPI_Lending_App,65,bad
29,2023-05-31,Credit,Salary,1945,bad
29,2023-06-09,Debit,Discretionary,114,bad
29,2023-06-13,Debit,UPI_Lending_App,97,bad
30,2023-01-01,Credit,Salary,1816,good
30,2023-01-13,Debit,Discretionary,521,good
30,2023-01-20,Debit,UPI_Lending_App,324,good
30,2023-01-31,Credit,Salary,2132,good
30,2023-02-08,Debit,Discretionary,481,good
30,2023-03-02,Credit,Salary,1978,good
30,2023-03-20,Debit,Discretionary,470,good
30,2023-04-01,Credit,Salary,2146,good
30,2023-04-25,Debit,Discretionary,510,good
30,2023-05-01,Credit,Salary,2200,good
30,2023-05-24,Debit,Discretionary,541,good
30,2023-05-31,Credit,Salary,1824,good
30,2023-06-23,Debit,Discretionary,485,good
31,2023-01-01,Credit,Salary,1869,good
31,2023-01-22,Debit,UPI_Lending_App,463,good
31,2023-01-25,Debit,Discretionary,476,good
31,2023-01-31,Credit,Salary,1905,good
31,2023-02-20,Debit,Discretionary,450,good
31,2023-03-02,Credit,Salary,2129,good
31,2023-03-23,Debit,Discretionary,516,good
31,2023-04-01,Credit,Salary,2156,good
31,2023-04-22,Debit,Discretionary,456,good
31,2023-05-01,Credit,Salary,1927,good
31,2023-05-25,Debit,Discretionary,452,good
31,2023-05-31,Credit,Salary,1938,good
31,2023-06-20,Debit,Discretionary,461,good
32,2023-01-01,Credit,Salary,1946,good
32,2023-01-19,Debit,Discretionary,465,good
32,2023-01-31,Credit,Salary,2115,good
32,2023-02-24,Debit,Discretionary,484,good
32,2023-03-02,Credit,Salary,2079,good
32,2023-03-16,Debit,Discretionary,533,good
32,2023-04-01,Credit,Salary,1928,good
32,2023-04-08,Debit,Discretionary,528,good
32,2023-05-01,Credit,Salary,2158,good
32,2023-05-22,Debit,Discretionary,482,good
32,2023-05-31,Credit,Salary,1988,good
32,2023-06-22,Debit,Discretionary,470,good
33,2023-01-01,Credit,Salary,1958,good
33,2023-01-07,Debit,Discretionary,487,good
33,2023-01-31,Credit,Salary,1880,good
33,2023-02-23,Debit,Discretionary,485,good
33,2023-03-02,Credit,Salary,1999,good
33,2023-03-26,Debit,Discretionary,483,good
33,2023-04-01,Credit,Salary,1967,good
33,2023-04-06,Debit,Discretionary,494,good
